file_name,speaker,vocab
visual/1b18600d_nohash_0.wav,1b18600d,visual
visual/1b18600d_nohash_1.wav,1b18600d,visual
visual/1b18600d_nohash_2.wav,1b18600d,visual
visual/1b42b551_nohash_0.wav,1b42b551,visual
visual/1b42b551_nohash_1.wav,1b42b551,visual
visual/1b42b551_nohash_2.wav,1b42b551,visual
visual/1b42b551_nohash_3.wav,1b42b551,visual
visual/1b42b551_nohash_4.wav,1b42b551,visual
visual/1b5ba788_nohash_0.wav,1b5ba788,visual
visual/1b5ba788_nohash_1.wav,1b5ba788,visual
visual/1b5ba788_nohash_2.wav,1b5ba788,visual
visual/1b627376_nohash_0.wav,1b627376,visual
visual/1b627376_nohash_1.wav,1b627376,visual
visual/1c84a139_nohash_0.wav,1c84a139,visual
visual/1c84a139_nohash_1.wav,1c84a139,visual
visual/1c84a139_nohash_2.wav,1c84a139,visual
visual/1c84a139_nohash_3.wav,1c84a139,visual
visual/1dc86f91_nohash_0.wav,1dc86f91,visual
visual/1dc86f91_nohash_1.wav,1dc86f91,visual
visual/1dc86f91_nohash_2.wav,1dc86f91,visual
visual/1dc86f91_nohash_3.wav,1dc86f91,visual
visual/1dc86f91_nohash_4.wav,1dc86f91,visual
visual/1e9e6bdd_nohash_0.wav,1e9e6bdd,visual
visual/1e9e6bdd_nohash_1.wav,1e9e6bdd,visual
visual/1e9e6bdd_nohash_2.wav,1e9e6bdd,visual
visual/1e9e6bdd_nohash_3.wav,1e9e6bdd,visual
visual/1e9e6bdd_nohash_4.wav,1e9e6bdd,visual
visual/1ed0b13d_nohash_0.wav,1ed0b13d,visual
visual/1ed0b13d_nohash_1.wav,1ed0b13d,visual
visual/1ed0b13d_nohash_2.wav,1ed0b13d,visual
visual/1ed0b13d_nohash_3.wav,1ed0b13d,visual
visual/1ed0b13d_nohash_4.wav,1ed0b13d,visual
visual/1fc04a13_nohash_0.wav,1fc04a13,visual
visual/1fc04a13_nohash_1.wav,1fc04a13,visual
visual/1fc04a13_nohash_2.wav,1fc04a13,visual
visual/1fc04a13_nohash_3.wav,1fc04a13,visual
visual/1fc04a13_nohash_4.wav,1fc04a13,visual
visual/20a0d54b_nohash_0.wav,20a0d54b,visual
visual/211b928a_nohash_0.wav,211b928a,visual
visual/211b928a_nohash_1.wav,211b928a,visual
visual/211b928a_nohash_2.wav,211b928a,visual
visual/211b928a_nohash_3.wav,211b928a,visual
visual/211b928a_nohash_4.wav,211b928a,visual
visual/2144be19_nohash_0.wav,2144be19,visual
visual/226537ab_nohash_0.wav,226537ab,visual
visual/226537ab_nohash_1.wav,226537ab,visual
visual/22cb56b3_nohash_0.wav,22cb56b3,visual
visual/234d6a48_nohash_0.wav,234d6a48,visual
visual/234d6a48_nohash_1.wav,234d6a48,visual
visual/234d6a48_nohash_2.wav,234d6a48,visual
visual/234d6a48_nohash_3.wav,234d6a48,visual
visual/2356b88d_nohash_0.wav,2356b88d,visual
visual/2356b88d_nohash_1.wav,2356b88d,visual
visual/2356b88d_nohash_2.wav,2356b88d,visual
visual/235b444f_nohash_0.wav,235b444f,visual
visual/235b444f_nohash_1.wav,235b444f,visual
visual/235b444f_nohash_2.wav,235b444f,visual
visual/235b444f_nohash_3.wav,235b444f,visual
visual/239a7376_nohash_0.wav,239a7376,visual
visual/23add12a_nohash_0.wav,23add12a,visual
visual/23da904f_nohash_0.wav,23da904f,visual
visual/23da904f_nohash_1.wav,23da904f,visual
visual/23da904f_nohash_2.wav,23da904f,visual
visual/24a3e589_nohash_0.wav,24a3e589,visual
visual/24a3e589_nohash_1.wav,24a3e589,visual
visual/24a3e589_nohash_2.wav,24a3e589,visual
visual/24a3e589_nohash_3.wav,24a3e589,visual
visual/256c0a05_nohash_0.wav,256c0a05,visual
visual/256c0a05_nohash_1.wav,256c0a05,visual
visual/256c0a05_nohash_2.wav,256c0a05,visual
visual/256c0a05_nohash_3.wav,256c0a05,visual
visual/256c0a05_nohash_4.wav,256c0a05,visual
visual/25e95412_nohash_0.wav,25e95412,visual
visual/25e95412_nohash_1.wav,25e95412,visual
visual/25e95412_nohash_2.wav,25e95412,visual
visual/25e95412_nohash_3.wav,25e95412,visual
visual/25e95412_nohash_4.wav,25e95412,visual
visual/25e95412_nohash_5.wav,25e95412,visual
visual/265bd13a_nohash_0.wav,265bd13a,visual
visual/265bd13a_nohash_1.wav,265bd13a,visual
visual/26631bee_nohash_0.wav,26631bee,visual
visual/26a093e1_nohash_0.wav,26a093e1,visual
visual/26a093e1_nohash_1.wav,26a093e1,visual
visual/26c54f73_nohash_0.wav,26c54f73,visual
visual/271d51c0_nohash_0.wav,271d51c0,visual
visual/2748cce7_nohash_0.wav,2748cce7,visual
visual/27c24504_nohash_0.wav,27c24504,visual
visual/27c24504_nohash_1.wav,27c24504,visual
visual/27c24504_nohash_2.wav,27c24504,visual
visual/27c24504_nohash_3.wav,27c24504,visual
visual/29229c21_nohash_0.wav,29229c21,visual
visual/29229c21_nohash_1.wav,29229c21,visual
visual/29229c21_nohash_2.wav,29229c21,visual
visual/29229c21_nohash_3.wav,29229c21,visual
visual/29229c21_nohash_4.wav,29229c21,visual
visual/2927c601_nohash_0.wav,2927c601,visual
visual/2927c601_nohash_1.wav,2927c601,visual
visual/2927c601_nohash_2.wav,2927c601,visual
visual/2927c601_nohash_3.wav,2927c601,visual
visual/29dce108_nohash_0.wav,29dce108,visual
visual/29dce108_nohash_1.wav,29dce108,visual
visual/29dce108_nohash_2.wav,29dce108,visual
visual/29dce108_nohash_3.wav,29dce108,visual
visual/29dce108_nohash_4.wav,29dce108,visual
visual/2a1f4853_nohash_0.wav,2a1f4853,visual
visual/2a1f4853_nohash_1.wav,2a1f4853,visual
visual/2a1f4853_nohash_2.wav,2a1f4853,visual
visual/2a1f4853_nohash_3.wav,2a1f4853,visual
visual/2aca1e72_nohash_0.wav,2aca1e72,visual
visual/2aca1e72_nohash_1.wav,2aca1e72,visual
visual/2aca1e72_nohash_2.wav,2aca1e72,visual
visual/2aca1e72_nohash_3.wav,2aca1e72,visual
visual/2aca1e72_nohash_4.wav,2aca1e72,visual
visual/2aca1e72_nohash_5.wav,2aca1e72,visual
visual/2b5e346d_nohash_0.wav,2b5e346d,visual
visual/2b5e346d_nohash_1.wav,2b5e346d,visual
visual/2b5e346d_nohash_2.wav,2b5e346d,visual
visual/2b5e346d_nohash_3.wav,2b5e346d,visual
visual/2d327bc8_nohash_0.wav,2d327bc8,visual
visual/2d327bc8_nohash_1.wav,2d327bc8,visual
visual/2dc4f05d_nohash_0.wav,2dc4f05d,visual
visual/2e75d37a_nohash_0.wav,2e75d37a,visual
visual/2e75d37a_nohash_1.wav,2e75d37a,visual
visual/2e7fac30_nohash_0.wav,2e7fac30,visual
visual/2e7fac30_nohash_1.wav,2e7fac30,visual
visual/2e8c59f7_nohash_0.wav,2e8c59f7,visual
visual/2f0ce4d9_nohash_0.wav,2f0ce4d9,visual
visual/2f0ce4d9_nohash_1.wav,2f0ce4d9,visual
visual/2f0ce4d9_nohash_2.wav,2f0ce4d9,visual
visual/2fcb6397_nohash_0.wav,2fcb6397,visual
visual/2fcb6397_nohash_1.wav,2fcb6397,visual
visual/2fcb6397_nohash_2.wav,2fcb6397,visual
visual/2fcb6397_nohash_3.wav,2fcb6397,visual
visual/2fcb6397_nohash_4.wav,2fcb6397,visual
visual/2fee065a_nohash_0.wav,2fee065a,visual
visual/2fee065a_nohash_1.wav,2fee065a,visual
visual/2fee065a_nohash_2.wav,2fee065a,visual
visual/2fee065a_nohash_3.wav,2fee065a,visual
visual/2fee065a_nohash_4.wav,2fee065a,visual
visual/30060aba_nohash_0.wav,30060aba,visual
visual/30060aba_nohash_1.wav,30060aba,visual
visual/30060aba_nohash_2.wav,30060aba,visual
visual/30060aba_nohash_3.wav,30060aba,visual
visual/3102f006_nohash_0.wav,3102f006,visual
visual/3102f006_nohash_1.wav,3102f006,visual
visual/3102f006_nohash_2.wav,3102f006,visual
visual/3102f006_nohash_3.wav,3102f006,visual
visual/3102f006_nohash_4.wav,3102f006,visual
visual/3108acca_nohash_0.wav,3108acca,visual
visual/3108acca_nohash_1.wav,3108acca,visual
visual/3108acca_nohash_2.wav,3108acca,visual
visual/312d6d81_nohash_0.wav,312d6d81,visual
visual/31601aad_nohash_0.wav,31601aad,visual
visual/31db232b_nohash_0.wav,31db232b,visual
visual/31fd5cf5_nohash_0.wav,31fd5cf5,visual
visual/322d17d3_nohash_0.wav,322d17d3,visual
visual/322d17d3_nohash_1.wav,322d17d3,visual
visual/322d17d3_nohash_2.wav,322d17d3,visual
visual/322d17d3_nohash_3.wav,322d17d3,visual
visual/322d17d3_nohash_4.wav,322d17d3,visual
visual/3291330e_nohash_0.wav,3291330e,visual
visual/3291330e_nohash_1.wav,3291330e,visual
visual/3291330e_nohash_2.wav,3291330e,visual
visual/3291330e_nohash_3.wav,3291330e,visual
visual/332d33b1_nohash_0.wav,332d33b1,visual
visual/332d33b1_nohash_1.wav,332d33b1,visual
visual/332d33b1_nohash_2.wav,332d33b1,visual
visual/332d33b1_nohash_3.wav,332d33b1,visual
visual/332d33b1_nohash_4.wav,332d33b1,visual
visual/333d7ddb_nohash_0.wav,333d7ddb,visual
visual/333d7ddb_nohash_1.wav,333d7ddb,visual
visual/333d7ddb_nohash_2.wav,333d7ddb,visual
visual/3437d72e_nohash_0.wav,3437d72e,visual
visual/34d5aa5a_nohash_0.wav,34d5aa5a,visual
visual/352ffbe3_nohash_0.wav,352ffbe3,visual
visual/3589bc72_nohash_0.wav,3589bc72,visual
visual/3589bc72_nohash_1.wav,3589bc72,visual
visual/3589bc72_nohash_2.wav,3589bc72,visual
visual/3589bc72_nohash_3.wav,3589bc72,visual
visual/35c29afe_nohash_0.wav,35c29afe,visual
visual/365908bd_nohash_0.wav,365908bd,visual
visual/365908bd_nohash_1.wav,365908bd,visual
visual/365908bd_nohash_2.wav,365908bd,visual
visual/365908bd_nohash_3.wav,365908bd,visual
visual/365908bd_nohash_4.wav,365908bd,visual
visual/39833acb_nohash_0.wav,39833acb,visual
visual/39833acb_nohash_1.wav,39833acb,visual
visual/39833acb_nohash_2.wav,39833acb,visual
visual/39b5fdab_nohash_0.wav,39b5fdab,visual
visual/3a3ee7ed_nohash_0.wav,3a3ee7ed,visual
visual/3a3ee7ed_nohash_1.wav,3a3ee7ed,visual
visual/3a3ee7ed_nohash_2.wav,3a3ee7ed,visual
visual/3a3ee7ed_nohash_3.wav,3a3ee7ed,visual
visual/3a53b856_nohash_0.wav,3a53b856,visual
visual/3a69f765_nohash_0.wav,3a69f765,visual
visual/3a69f765_nohash_1.wav,3a69f765,visual
visual/3a69f765_nohash_2.wav,3a69f765,visual
visual/3a69f765_nohash_3.wav,3a69f765,visual
visual/3b195250_nohash_0.wav,3b195250,visual
visual/3b195250_nohash_1.wav,3b195250,visual
visual/3b195250_nohash_2.wav,3b195250,visual
visual/3b195250_nohash_3.wav,3b195250,visual
visual/3b195250_nohash_4.wav,3b195250,visual
visual/3b3d2f59_nohash_0.wav,3b3d2f59,visual
visual/3b3d2f59_nohash_1.wav,3b3d2f59,visual
visual/3b3d2f59_nohash_2.wav,3b3d2f59,visual
visual/3b3d2f59_nohash_3.wav,3b3d2f59,visual
visual/3b3d2f59_nohash_4.wav,3b3d2f59,visual
visual/3bb68054_nohash_0.wav,3bb68054,visual
visual/3bb68054_nohash_1.wav,3bb68054,visual
visual/3bb68054_nohash_2.wav,3bb68054,visual
visual/3ce4910e_nohash_0.wav,3ce4910e,visual
visual/3ce4910e_nohash_1.wav,3ce4910e,visual
visual/3ce4910e_nohash_2.wav,3ce4910e,visual
visual/3ce4910e_nohash_3.wav,3ce4910e,visual
visual/3ce4910e_nohash_4.wav,3ce4910e,visual
visual/3d794813_nohash_0.wav,3d794813,visual
visual/3d794813_nohash_1.wav,3d794813,visual
visual/3d794813_nohash_2.wav,3d794813,visual
visual/3d9bbe2d_nohash_0.wav,3d9bbe2d,visual
visual/3d9bbe2d_nohash_1.wav,3d9bbe2d,visual
visual/3d9bbe2d_nohash_2.wav,3d9bbe2d,visual
visual/3d9bbe2d_nohash_3.wav,3d9bbe2d,visual
visual/3d9bbe2d_nohash_4.wav,3d9bbe2d,visual
visual/3f45a0cf_nohash_0.wav,3f45a0cf,visual
visual/3f45a0cf_nohash_1.wav,3f45a0cf,visual
visual/3f45a0cf_nohash_2.wav,3f45a0cf,visual
visual/3f45a0cf_nohash_3.wav,3f45a0cf,visual
visual/3f45a0cf_nohash_4.wav,3f45a0cf,visual
visual/40738a2d_nohash_0.wav,40738a2d,visual
visual/40738a2d_nohash_1.wav,40738a2d,visual
visual/40738a2d_nohash_2.wav,40738a2d,visual
visual/40738a2d_nohash_3.wav,40738a2d,visual
visual/42398aab_nohash_0.wav,42398aab,visual
visual/42398aab_nohash_1.wav,42398aab,visual
visual/42a99aec_nohash_0.wav,42a99aec,visual
visual/42a99aec_nohash_1.wav,42a99aec,visual
visual/42a99aec_nohash_2.wav,42a99aec,visual
visual/42a99aec_nohash_3.wav,42a99aec,visual
visual/42a99aec_nohash_4.wav,42a99aec,visual
visual/42c467d0_nohash_0.wav,42c467d0,visual
visual/42f81601_nohash_0.wav,42f81601,visual
visual/42f81601_nohash_1.wav,42f81601,visual
visual/42f81601_nohash_2.wav,42f81601,visual
visual/42f81601_nohash_3.wav,42f81601,visual
visual/435695e3_nohash_0.wav,435695e3,visual
visual/435695e3_nohash_1.wav,435695e3,visual
visual/435695e3_nohash_2.wav,435695e3,visual
visual/446a3161_nohash_0.wav,446a3161,visual
visual/44e9d8d2_nohash_0.wav,44e9d8d2,visual
visual/44e9d8d2_nohash_1.wav,44e9d8d2,visual
visual/460209ac_nohash_0.wav,460209ac,visual
visual/460209ac_nohash_1.wav,460209ac,visual
visual/460209ac_nohash_2.wav,460209ac,visual
visual/460209ac_nohash_3.wav,460209ac,visual
visual/460209ac_nohash_4.wav,460209ac,visual
visual/462dca36_nohash_0.wav,462dca36,visual
visual/4649256f_nohash_0.wav,4649256f,visual
visual/472b8045_nohash_0.wav,472b8045,visual
visual/472b8045_nohash_1.wav,472b8045,visual
visual/472b8045_nohash_2.wav,472b8045,visual
visual/472b8045_nohash_3.wav,472b8045,visual
visual/472b8045_nohash_4.wav,472b8045,visual
visual/477f5b36_nohash_0.wav,477f5b36,visual
visual/4874a7e9_nohash_0.wav,4874a7e9,visual
visual/4995d875_nohash_0.wav,4995d875,visual
visual/4995d875_nohash_1.wav,4995d875,visual
visual/4995d875_nohash_2.wav,4995d875,visual
visual/4995d875_nohash_3.wav,4995d875,visual
visual/4b3a7ad5_nohash_0.wav,4b3a7ad5,visual
visual/4b3a7ad5_nohash_1.wav,4b3a7ad5,visual
visual/4c3cddb8_nohash_0.wav,4c3cddb8,visual
visual/4c3cddb8_nohash_1.wav,4c3cddb8,visual
visual/4c3cddb8_nohash_2.wav,4c3cddb8,visual
visual/4c3cddb8_nohash_3.wav,4c3cddb8,visual
visual/4c3cddb8_nohash_4.wav,4c3cddb8,visual
visual/4c6944d6_nohash_0.wav,4c6944d6,visual
visual/4c6944d6_nohash_1.wav,4c6944d6,visual
visual/4c6944d6_nohash_2.wav,4c6944d6,visual
visual/4c6944d6_nohash_3.wav,4c6944d6,visual
visual/4c6944d6_nohash_4.wav,4c6944d6,visual
visual/4cee0c60_nohash_0.wav,4cee0c60,visual
visual/4cee0c60_nohash_1.wav,4cee0c60,visual
visual/4cee0c60_nohash_2.wav,4cee0c60,visual
visual/4cee0c60_nohash_3.wav,4cee0c60,visual
visual/4cee0c60_nohash_4.wav,4cee0c60,visual
visual/4d0d9906_nohash_0.wav,4d0d9906,visual
visual/4d0d9906_nohash_1.wav,4d0d9906,visual
visual/4d0d9906_nohash_2.wav,4d0d9906,visual
visual/4d763ca4_nohash_0.wav,4d763ca4,visual
visual/4e61bf96_nohash_0.wav,4e61bf96,visual
visual/4e61bf96_nohash_1.wav,4e61bf96,visual
visual/4e99c1b7_nohash_0.wav,4e99c1b7,visual
visual/4e99c1b7_nohash_1.wav,4e99c1b7,visual
visual/4fce7686_nohash_0.wav,4fce7686,visual
visual/508e30ee_nohash_0.wav,508e30ee,visual
visual/508e30ee_nohash_1.wav,508e30ee,visual
visual/508e30ee_nohash_2.wav,508e30ee,visual
visual/508e30ee_nohash_3.wav,508e30ee,visual
visual/508e30ee_nohash_4.wav,508e30ee,visual
visual/5104f2f4_nohash_0.wav,5104f2f4,visual
visual/513aeddf_nohash_0.wav,513aeddf,visual
visual/513aeddf_nohash_1.wav,513aeddf,visual
visual/513aeddf_nohash_2.wav,513aeddf,visual
visual/513aeddf_nohash_3.wav,513aeddf,visual
visual/513aeddf_nohash_4.wav,513aeddf,visual
visual/51c5601d_nohash_0.wav,51c5601d,visual
visual/51c5601d_nohash_1.wav,51c5601d,visual
visual/51c5601d_nohash_2.wav,51c5601d,visual
visual/51f7a034_nohash_0.wav,51f7a034,visual
visual/51f7a034_nohash_1.wav,51f7a034,visual
visual/51f7a034_nohash_2.wav,51f7a034,visual
visual/51f7a034_nohash_3.wav,51f7a034,visual
visual/51f7a034_nohash_4.wav,51f7a034,visual
visual/52162b51_nohash_0.wav,52162b51,visual
visual/52162b51_nohash_1.wav,52162b51,visual
visual/542f38a2_nohash_0.wav,542f38a2,visual
visual/54ad8f22_nohash_0.wav,54ad8f22,visual
visual/54ad8f22_nohash_1.wav,54ad8f22,visual
visual/54ad8f22_nohash_2.wav,54ad8f22,visual
visual/54ad8f22_nohash_3.wav,54ad8f22,visual
visual/54ad8f22_nohash_4.wav,54ad8f22,visual
visual/54aecbd5_nohash_0.wav,54aecbd5,visual
visual/54aecbd5_nohash_1.wav,54aecbd5,visual
visual/54aecbd5_nohash_2.wav,54aecbd5,visual
visual/54aecbd5_nohash_3.wav,54aecbd5,visual
visual/54b6d355_nohash_0.wav,54b6d355,visual
visual/559bc36a_nohash_0.wav,559bc36a,visual
visual/559bc36a_nohash_1.wav,559bc36a,visual
visual/559bc36a_nohash_2.wav,559bc36a,visual
visual/559bc36a_nohash_3.wav,559bc36a,visual
visual/56abe7dc_nohash_0.wav,56abe7dc,visual
visual/57152045_nohash_0.wav,57152045,visual
visual/57152045_nohash_1.wav,57152045,visual
visual/57152045_nohash_2.wav,57152045,visual
visual/57152045_nohash_3.wav,57152045,visual
visual/57152045_nohash_4.wav,57152045,visual
visual/57152045_nohash_5.wav,57152045,visual
visual/5769c5ab_nohash_0.wav,5769c5ab,visual
visual/5769c5ab_nohash_1.wav,5769c5ab,visual
visual/5769c5ab_nohash_2.wav,5769c5ab,visual
visual/5769c5ab_nohash_3.wav,5769c5ab,visual
visual/578d3efb_nohash_0.wav,578d3efb,visual
visual/578d3efb_nohash_1.wav,578d3efb,visual
visual/578d3efb_nohash_2.wav,578d3efb,visual
visual/578d3efb_nohash_3.wav,578d3efb,visual
visual/57de2379_nohash_0.wav,57de2379,visual
visual/57de2379_nohash_1.wav,57de2379,visual
visual/5a5721f8_nohash_0.wav,5a5721f8,visual
visual/5a5721f8_nohash_1.wav,5a5721f8,visual
visual/5a5721f8_nohash_2.wav,5a5721f8,visual
visual/5a5721f8_nohash_3.wav,5a5721f8,visual
visual/5a98d407_nohash_0.wav,5a98d407,visual
visual/5a98d407_nohash_1.wav,5a98d407,visual
visual/5a98d407_nohash_2.wav,5a98d407,visual
visual/5a98d407_nohash_3.wav,5a98d407,visual
visual/5bf1f1cb_nohash_0.wav,5bf1f1cb,visual
visual/5cf1ecce_nohash_0.wav,5cf1ecce,visual
visual/5cf1ecce_nohash_1.wav,5cf1ecce,visual
visual/5cf1ecce_nohash_2.wav,5cf1ecce,visual
visual/5cf1ecce_nohash_3.wav,5cf1ecce,visual
visual/5cf1ecce_nohash_4.wav,5cf1ecce,visual
visual/5d4e3bb8_nohash_0.wav,5d4e3bb8,visual
visual/5ebc1cda_nohash_0.wav,5ebc1cda,visual
visual/5ebc1cda_nohash_1.wav,5ebc1cda,visual
visual/5ebc1cda_nohash_2.wav,5ebc1cda,visual
visual/5ef35194_nohash_0.wav,5ef35194,visual
visual/5ef35194_nohash_1.wav,5ef35194,visual
visual/5f1253e9_nohash_0.wav,5f1253e9,visual
visual/5f5eef60_nohash_0.wav,5f5eef60,visual
visual/5f5eef60_nohash_1.wav,5f5eef60,visual
visual/5f5eef60_nohash_2.wav,5f5eef60,visual
visual/5f5eef60_nohash_3.wav,5f5eef60,visual
visual/5f9cd2eb_nohash_0.wav,5f9cd2eb,visual
visual/5f9cd2eb_nohash_1.wav,5f9cd2eb,visual
visual/5f9cd2eb_nohash_2.wav,5f9cd2eb,visual
visual/5f9cd2eb_nohash_3.wav,5f9cd2eb,visual
visual/5f9cd2eb_nohash_4.wav,5f9cd2eb,visual
visual/5f9cd2eb_nohash_5.wav,5f9cd2eb,visual
visual/60402b64_nohash_0.wav,60402b64,visual
visual/6124b431_nohash_0.wav,6124b431,visual
visual/6124b431_nohash_1.wav,6124b431,visual
